well_id,date,pressure_out,temperature,vibration,oil_ton,is_anomaly
1,2024-01-01,129.6982249677743,82.40256851574549,2.2093157810417665,150.0,False
1,2024-01-02,79.5495499847337,74.77399348115964,1.470827977734337,114.34990545410656,True
1,2024-01-03,134.54489116035293,70.81396470825271,1.2244910866361551,145.70281548806506,False
1,2024-01-04,124.1406955494669,63.59058944509591,1.7255932600637482,122.39888659476198,False
1,2024-01-05,113.48685201469898,75.76685379425632,1.7221415191561287,130.79054227212828,False
1,2024-01-06,113.36081380807549,66.78602231576491,1.869867952614093,123.00808009514265,False
1,2024-01-07,121.49225258673133,80.39743461969505,1.60684047028731,124.63627505154011,False
1,2024-01-08,108.74670592627255,64.31646589659279,1.285345004056966,132.14656499045603,False
1,2024-01-09,104.90329215324466,69.8946626571255,1.6689304914107765,134.61636783559308,False
1,2024-01-10,123.20991786157492,79.18308945167936,2.046888789886959,137.22578623368827,False
1,2024-01-11,151.71715318898825,69.6197446951113,1.5316253361166943,143.1665295788419,False
1,2024-01-12,131.75556671666783,73.65576782026756,0.9480427595904221,132.90277501513128,False
1,2024-01-13,127.15345785708136,66.11248558297915,1.9470711508521241,142.4366404960756,False
1,2024-01-14,137.55792299670907,66.63153940846979,0.9009858364897374,136.54234679509884,True
1,2024-01-15,127.90070140321723,72.87832489411453,0.9583657248331309,150.0,False
1,2024-01-16,116.6386398002569,77.88740919102892,2.0793341644612267,123.0778304991155,False
1,2024-01-17,104.17610811863963,76.23978700927957,1.2705893077379935,136.64215258454033,False
1,2024-01-18,141.65362505339567,71.60798849114168,2.349624813683148,150.0,False
1,2024-01-19,152.0029085358505,67.5798436803024,1.5649837950203012,150.0,False
1,2024-01-20,111.34689849503198,73.49513265410866,1.3208897453080695,131.26190107399736,False
1,2024-01-21,93.8102244255858,76.74272592716436,0.6452210218005929,126.87642769614705,True
1,2024-01-22,116.54869573375704,66.59125944946652,0.7375156434708825,136.67859898711856,False
1,2024-01-23,111.0706868711067,77.46453910922448,1.5128741478113572,130.94006729564,False
