well_id,date,pressure_out,temperature,vibration,oil_flow_rate,downtime_hours,energy_kwh,oil_ton,downtime_ratio,efficiency,field_name,operator
1,2024-01-01,129.6982249677743,82.40256851574549,2.2093157810417665,9.262271477530408,1.1796449155040898,56.21687851602563,150.0,0.04915187147933708,2.621604042205608,Field_1,Operator_2
1,2024-01-02,79.5495499847337,74.77399348115964,1.470827977734337,8.379501520047924,3.063039733387741,64.2135283564852,114.34990545410656,0.12762665555782254,1.7534690782105944,Field_1,Operator_2
1,2024-01-03,134.54489116035293,70.81396470825271,1.2244910866361551,9.421658968838367,2.399327816086994,46.2257185388071,145.70281548806506,0.09997199233695808,3.0852429565118364,Field_1,Operator_2
1,2024-01-04,124.1406955494669,63.59058944509591,1.7255932600637482,8.837351805235365,7.510021876938042,47.679602070206286,122.39888659476198,0.3129175782057518,2.5143773036237413,Field_1,Operator_2
1,2024-01-05,113.48685201469898,75.76685379425632,1.7221415191561287,8.490792879381546,2.08618085861523,48.02524320754998,130.79054227212828,0.08692420244230126,2.6678203658964468,Field_1,Operator_2
1,2024-01-06,113.36081380807549,66.78602231576491,1.869867952614093,8.294412130476035,4.0960507965357875,40.364293690092126,123.00808009514265,0.17066878318899115,2.973774459120196,Field_1,Operator_2
1,2024-01-07,121.49225258673133,80.39743461969505,1.60684047028731,7.46055395755349,7.831684748856671,35.19000689348974,124.63627505154011,0.32632019786902794,3.443941732820202,Field_1,Operator_2
1,2024-01-08,108.74670592627255,64.31646589659279,1.285345004056966,7.730697161486305,1.1799443936504004,28.63337658003632,132.14656499045603,0.04916434973543335,4.459382636789414,Field_1,Operator_2
1,2024-01-09,104.90329215324466,69.8946626571255,1.6689304914107765,8.715076218943915,0.19759122642374036,53.634852181156674,134.61636783559308,0.008232967767655848,2.4639284716875594,Field_1,Operator_2
1,2024-01-10,123.20991786157492,79.18308945167936,2.046888789886959,6.976648386548636,0.3146460348209323,48.31233926702494,137.22578623368827,0.013110251450872178,2.782788005464808,Field_1,Operator_2
1,2024-01-11,151.71715318898825,69.6197446951113,1.5316253361166943,8.42692845249751,0.17751925928885923,43.008539952173855,143.1665295788419,0.007396635803702468,3.2531533591986395,Field_1,Operator_2
1,2024-01-12,131.75556671666783,73.65576782026756,0.9480427595904221,7.908095362993484,4.023671290759667,42.36556312648658,132.90277501513128,0.16765297044831948,3.064707695077933,Field_1,Operator_2
1,2024-01-13,127.15345785708136,66.11248558297915,1.9470711508521241,9.09676810632299,1.642128801495757,46.99893026492388,142.4366404960756,0.06842203339565654,2.9674961443914483,Field_1,Operator_2
1,2024-01-14,137.55792299670907,66.63153940846979,0.9009858364897374,6.939423294944307,4.119267792169272,51.00817678266769,136.54234679509884,0.171636158007053,2.6254015280267065,Field_1,Operator_2
1,2024-01-15,127.90070140321723,72.87832489411453,0.9583657248331309,9.494682298348827,0.480794097506028,68.33396555216493,150.0,0.0200330873960845,2.163441811029029,Field_1,Operator_2
1,2024-01-16,116.6386398002569,77.88740919102892,2.0793341644612267,8.643134163854654,5.145586537176249,57.4020988790617,123.0778304991155,0.21439943904901038,2.107421357475242,Field_1,Operator_2
1,2024-01-17,104.17610811863963,76.23978700927957,1.2705893077379935,8.067093843367786,2.5577419254787683,41.64595314868123,136.64215258454033,0.10657258022828202,3.2041059583813243,Field_1,Operator_2
1,2024-01-18,141.65362505339567,71.60798849114168,2.349624813683148,8.67471673853455,0.3569321674160951,75.53822024761693,150.0,0.014872173642337297,1.9598051733463235,Field_1,Operator_2
1,2024-01-19,152.0029085358505,67.5798436803024,1.5649837950203012,9.39248275515459,0.8396046923010272,60.458213942697384,150.0,0.03498352884587613,2.4406827074385453,Field_1,Operator_2
1,2024-01-20,111.34689849503198,73.49513265410866,1.3208897453080695,7.7635497325331,0.19590620628762273,56.053190337617615,131.26190107399736,0.008162758595317614,2.3006934458396233,Field_1,Operator_2
1,2024-01-21,93.8102244255858,76.74272592716436,0.6452210218005929,8.750762867707605,0.394270690715301,55.21271981230726,126.87642769614705,0.016427945446470877,2.257076834563138,Field_1,Operator_2
1,2024-01-22,116.54869573375704,66.59125944946652,0.7375156434708825,7.783892639318441,0.17583424379737317,35.424058130091076,136.67859898711856,0.007326426824890549,3.7524264457013925,Field_1,Operator_2
1,2024-01-23,111.0706868711067,77.46453910922448,1.5128741478113572,8.38294000973729,1.3641993352935635,47.76282685476554,130.94006729564,0.05684163897056515,2.685243570591793,Field_1,Operator_2
1,2024-01-24,116.32651028210952,74.17628871752713,0.9970170123525421,7.4014176426050815,1.2720800377895902,56.0068140339213,133.96656484995714,0.053003334907899595,2.3500096807767883,Field_1,Operator_2
1,2024-01-25,100.66098683107533,80.92643213102447,1.5451828550352658,9.22328995015888,2.4520363237262575,49.37509762879702,121.59966719322661,0.10216818015526073,2.4138844968454003,Field_1,Operator_2
1,2024-01-26,117.95034162376176,71.87443242049665,1.1907996091124882,8.100144353099104,0.5480595096164619,39.001017686939356,139.2617317106735,0.022835812900685912,3.4814547169919514,Field_1,Operator_2
1,2024-01-27,140.50513752417103,68.30605232201968,1.9770839104421587,9.351683992557602,0.2687659650996545,51.86934668285529,146.47884954097054,0.011198581879152271,2.7705817970410322,Field_1,Operator_2
1,2024-01-28,124.76947922572661,74.89346345189469,1.527186059235989,8.079235850401679,2.2964960840278534,52.45265036141707,123.46629244168348,0.09568733683449389,2.3098254549937773,Field_1,Operator_2
1,2024-01-29,112.37795747469268,73.4935622506811,0.9144482209096748,8.81661624239786,0.8383350138378122,35.53204316852202,137.2980398313442,0.03493062557657551,3.7582907476044918,Field_1,Operator_2
1,2024-01-30,125.41924277445318,78.3040970038452,1.7429915763307207,7.847189078359516,6.436388581342299,82.94689481399759,130.33257187746486,0.26818285755592913,1.5525597720588085,Field_1,Operator_2
2,2024-01-01,80.06769526324672,64.28983607586291,2.278833004031127,9.010525672222931,2.2234895111661297,53.921769469256404,119.33171054151555,0.09264539629858874,2.1727579372386017,Field_2,Operator_3
2,2024-01-02,138.38844860820208,75.13702144367151,1.807166000220714,8.848912757289055,1.2348967932649353,38.445161683932454,146.0467443143925,0.051454033052705635,3.702526192810182,Field_2,Operator_3
2,2024-01-03,117.92841167442994,70.68448146918475,1.4149664475926103,7.1882185581196785,1.8321615855793807,56.94457372432508,131.652640463734,0.07634006606580752,2.2720443348169175,Field_2,Operator_3
2,2024-01-04,134.68454812676984,70.56603590303548,1.4047050387343067,9.45784717582073,2.4217969475178394,63.827313160323634,148.90792316028833,0.10090820614657664,2.2969935957707515,Field_2,Operator_3
2,2024-01-05,105.59058742440816,65.7967318609063,1.4481320674964153,8.296297394485862,0.31880709199269186,64.4438847479094,139.00869266678862,0.013283628833028827,2.124089870310293,Field_2,Operator_3
2,2024-01-06,113.20338933610351,76.14756033893497,1.4157899799838745,8.68729836276364,0.8591709115079078,64.00554013497815,138.66032080913155,0.035798787979496156,2.133053898501818,Field_2,Operator_3
2,2024-01-07,131.16799511396502,79.8465928228896,3.034221938870747,8.889310444102039,3.0366847736024827,47.141632591875485,142.93187084001215,0.12652853223343677,2.9689867822250324,Field_2,Operator_3
2,2024-01-08,111.59573956945604,73.13961745960098,0.8056930885502276,9.449997311567262,4.513096858912871,54.292649662225614,119.798317147413,0.18804570245470295,2.1666228310497453,Field_2,Operator_3
2,2024-01-09,133.54929577556544,75.69267396473963,1.5481889172049466,8.94407419774007,0.44675361317837853,49.475920334918655,150.0,0.018614733882432438,2.971714017391214,Field_2,Operator_3
2,2024-01-10,136.75049666379994,83.50149716837012,1.2818387258309345,8.625279569772337,5.656088113730932,64.04301652177224,145.26502454666206,0.23567033807212215,2.23336850464241,Field_2,Operator_3
2,2024-01-11,111.85596830322956,68.23904254242375,1.399796836934598,7.6311246021970245,0.24044171590993918,55.04570796097693,133.24898790720235,0.0100184048295808,2.377505660201133,Field_2,Operator_3
2,2024-01-12,97.43238900694092,78.78421611123139,1.5268872004795366,8.170025640146275,4.078382722014546,50.59200233335673,122.23586527896502,0.16993261341727275,2.3692793408007273,Field_2,Operator_3
2,2024-01-13,127.84562121737942,82.73853492047942,1.763913877795646,8.926820024335903,0.5679253423569769,32.300252364338185,150.0,0.023663555931540705,4.504470367336843,Field_2,Operator_3
2,2024-01-14,105.93930393587269,67.74412325976783,2.4073054634999687,6.921747523753083,0.7508725192395352,63.474471590619004,128.24855314262336,0.031286354968313966,1.9891369402286572,Field_2,Operator_3
2,2024-01-15,118.81323202560812,79.08781664993471,0.9460663017844676,9.00490799759957,0.31682098256822744,45.61789903213049,143.56286581553962,0.013200874273676144,3.079565334263384,Field_2,Operator_3
2,2024-01-16,122.44000643894594,72.24866588838846,1.522824437374295,9.277788755382064,2.476693194186121,64.83258441131773,140.11750766283026,0.10319554975775504,2.1283914176509486,Field_2,Operator_3
2,2024-01-17,111.2146095762733,76.26511535140246,1.705634037179407,8.904261436895053,0.6521833004791705,68.6533551958693,137.13198191049685,0.027174304186632105,1.9687778359689023,Field_2,Operator_3
2,2024-01-18,98.37494462272119,81.25959892473949,1.5064026347077988,9.178873185427733,4.77833019751002,55.685965744558196,131.83360581576918,0.19909709156291752,2.3256833342109036,Field_2,Operator_3
2,2024-01-19,104.1697599786885,74.13992005538118,1.14169561373837,9.140666346190212,0.7354797164423353,39.42193140840903,144.14025511926255,0.030644988185097307,3.5658923286697988,Field_2,Operator_3
2,2024-01-20,125.25444269952429,77.4854559068661,1.3100822192249932,8.934298799291659,1.548474332526817,57.93326347974165,150.0,0.06451976385528405,2.5452518856615263,Field_2,Operator_3
2,2024-01-21,119.3810955489879,76.68544760461064,1.5914147560566108,7.924893482427034,1.8089319372250439,63.66865005397092,139.05612088799336,0.0753721640510435,2.150286433564647,Field_2,Operator_3
2,2024-01-22,105.63949391048138,74.03187438807909,1.8263941390690777,7.65032713563148,1.4320006045547689,34.21134861042459,133.52492052631052,0.059666691856448704,3.792099019086689,Field_2,Operator_3
2,2024-01-23,118.31406688623535,75.02246487074999,1.6841591499846196,7.5381271175918645,1.3115413025794034,42.61411455886005,136.05741068747358,0.05464755427414181,3.11957291953859,Field_2,Operator_3
2,2024-01-24,115.65893677046822,71.66262482579936,1.2192781921846965,7.152259875410025,0.22046835944448795,70.61013719846369,127.7137863606416,0.00918618164352033,1.7834595960441975,Field_2,Operator_3
2,2024-01-25,123.25579623173118,78.76823520877745,1.9701170972135942,6.851453922354514,3.2121185878471388,61.60052643625538,128.5710109192823,0.13383827449363078,2.053832742927539,Field_2,Operator_3
2,2024-01-26,141.04012047648814,77.0136656220465,2.3161932318134415,7.424675717308249,0.548347780833236,24.895913897688576,141.53002222037875,0.02284782420138483,5.465341859705962,Field_2,Operator_3
2,2024-01-27,121.33100954448541,80.25107607996517,1.2423623886940258,8.527450722321568,2.115179195802474,53.26817312283926,141.48047316556713,0.08813246649176976,2.6070616537121603,Field_2,Operator_3
2,2024-01-28,124.4621906371612,81.74453905509,1.9651661253432007,9.852267197114609,1.8276710310308548,69.01574758888393,150.0,0.07615295962628561,2.142375182234215,Field_2,Operator_3
2,2024-01-29,124.80711904278526,77.21306194042207,1.3228947671092652,9.42460392818986,1.2978760838794359,59.64636330967385,145.39842039887043,0.05407817016164316,2.3974796255536988,Field_2,Operator_3
2,2024-01-30,108.15568773021509,72.7827067974232,1.086250830703081,8.068515671892099,0.1814546663652625,31.88996723891105,134.55706097099815,0.0075606110985526045,4.091127850434829,Field_2,Operator_3
3,2024-01-01,127.96246695962814,83.38365579332203,2.457299328912679,8.207489071004945,2.160048644923593,44.158013401660725,150.0,0.09000202687181637,3.3216695930756694,Field_3,Operator_1
3,2024-01-02,122.71174288016577,71.21304090645529,1.8835563816432437,8.132153470253169,0.26490269602283895,62.02521573689993,145.36917999576835,0.011037612334284956,2.3065241157224277,Field_3,Operator_1
3,2024-01-03,129.53660186199207,81.1794565185627,2.4000885617266468,9.19022379176922,1.52267486709571,51.5604743669636,150.0,0.06344478612898792,2.853855521788843,Field_3,Operator_1
3,2024-01-04,145.5595689247481,74.54604233410105,1.1952083973656809,8.657935101009562,0.011378406190916457,62.582354972427794,150.0,0.0004741002579548524,2.3591450814466817,Field_3,Operator_1
3,2024-01-05,120.5166944484465,75.6189203505766,1.4979431859935535,9.952093345422119,0.40899078459061516,62.17100987289673,149.88409160747102,0.017041282691275632,2.372672083429494,Field_3,Operator_1
